date,district,day,month,year,bib6,bib8,lbib,lbio6,lbio8,treat,postd
16jul1929,8,16,7,1929,141,169,5.1298985,4.94876,5.1298985,0,0
17jul1929,6,17,7,1929,141,169,4.94876,4.94876,5.1298985,1,0
17jul1929,8,17,7,1929,141,169,5.1298985,4.94876,5.1298985,0,0
18jul1929,6,18,7,1929,141,169,4.94876,4.94876,5.1298985,1,0
18jul1929,8,18,7,1929,141,169,5.1298985,4.94876,5.1298985,0,0
19jul1929,6,19,7,1929,141,169,4.94876,4.94876,5.1298985,1,0
19jul1929,8,19,7,1929,141,169,5.1298985,4.94876,5.1298985,0,0
20jul1929,6,20,7,1929,141,169,4.94876,4.94876,5.1298985,1,0
20jul1929,8,20,7,1929,141,169,5.1298985,4.94876,5.1298985,0,0
21jul1929,6,21,7,1929,141,169,4.94876,4.94876,5.1298985,1,0
21jul1929,8,21,7,1929,141,169,5.1298985,4.94876,5.1298985,0,0
22jul1929,6,22,7,1929,141,169,4.94876,4.94876,5.1298985,1,0
22jul1929,8,22,7,1929,141,169,5.1298985,4.94876,5.1298985,0,0
23jul1929,6,23,7,1929,141,169,4.94876,4.94876,5.1298985,1,0
23jul1929,8,23,7,1929,141,169,5.1298985,4.94876,5.1298985,0,0
24jul1929,6,24,7,1929,141,169,4.94876,4.94876,5.1298985,1,0
24jul1929,8,24,7,1929,141,169,5.1298985,4.94876,5.1298985,0,0
25jul1929,6,25,7,1929,141,169,4.94876,4.94876,5.1298985,1,0
25jul1929,8,25,7,1929,141,169,5.1298985,4.94876,5.1298985,0,0
26jul1929,6,26,7,1929,141,169,4.94876,4.94876,5.1298985,1,0
26jul1929,8,26,7,1929,141,169,5.1298985,4.94876,5.1298985,0,0
27jul1929,6,27,7,1929,141,169,4.94876,4.94876,5.1298985,1,0
27jul1929,8,27,7,1929,141,169,5.1298985,4.94876,5.1298985,0,0
28jul1929,6,28,7,1929,141,169,4.94876,4.94876,5.1298985,1,0
28jul1929,8,28,7,1929,141,169,5.1298985,4.94876,5.1298985,0,0
29jul1929,6,29,7,1929,141,169,4.94876,4.94876,5.1298985,1,0
29jul1929,8,29,7,1929,141,169,5.1298985,4.94876,5.1298985,0,0
30jul1929,6,30,7,1929,141,169,4.94876,4.94876,5.1298985,1,0
30jul1929,8,30,7,1929,141,169,5.1298985,4.94876,5.1298985,0,0
31jul1929,6,31,7,1929,141,169,4.94876,4.94876,5.1298985,1,0
31jul1929,8,31,7,1929,141,169,5.1298985,4.94876,5.1298985,0,0
01aug1929,6,1,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
01aug1929,8,1,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
02aug1929,6,2,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
02aug1929,8,2,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
03aug1929,6,3,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
03aug1929,8,3,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
04aug1929,6,4,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
04aug1929,8,4,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
05aug1929,6,5,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
05aug1929,8,5,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
06aug1929,6,6,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
06aug1929,8,6,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
07aug1929,6,7,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
07aug1929,8,7,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
08aug1929,6,8,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
08aug1929,8,8,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
09aug1929,6,9,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
09aug1929,8,9,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
10aug1929,6,10,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
10aug1929,8,10,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
11aug1929,6,11,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
11aug1929,8,11,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
12aug1929,6,12,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
12aug1929,8,12,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
13aug1929,6,13,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
13aug1929,8,13,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
14aug1929,6,14,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
14aug1929,8,14,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
15aug1929,6,15,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
15aug1929,8,15,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
16aug1929,6,16,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
16aug1929,8,16,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
17aug1929,6,17,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
17aug1929,8,17,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
18aug1929,6,18,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
18aug1929,8,18,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
19aug1929,6,19,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
19aug1929,8,19,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
20aug1929,6,20,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
20aug1929,8,20,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
21aug1929,6,21,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
21aug1929,8,21,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
22aug1929,6,22,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
22aug1929,8,22,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
23aug1929,6,23,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
23aug1929,8,23,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
24aug1929,6,24,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
24aug1929,8,24,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
25aug1929,6,25,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
25aug1929,8,25,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
26aug1929,6,26,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
26aug1929,8,26,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
27aug1929,6,27,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
27aug1929,8,27,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
28aug1929,6,28,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
28aug1929,8,28,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
29aug1929,6,29,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
29aug1929,8,29,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
30aug1929,6,30,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
30aug1929,8,30,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
31aug1929,6,31,8,1929,141,169,4.94876,4.94876,5.1298985,1,0
31aug1929,8,31,8,1929,141,169,5.1298985,4.94876,5.1298985,0,0
01sep1929,6,1,9,1929,141,169,4.94876,4.94876,5.1298985,1,0
01sep1929,8,1,9,1929,141,169,5.1298985,4.94876,5.1298985,0,0
02sep1929,6,2,9,1929,141,169,4.94876,4.94876,5.1298985,1,0
02sep1929,8,2,9,1929,141,169,5.1298985,4.94876,5.1298985,0,0
03sep1929,6,3,9,1929,141,169,4.94876,4.94876,5.1298985,1,0
03sep1929,8,3,9,1929,141,169,5.1298985,4.94876,5.1298985,0,0
04sep1929,6,4,9,1929,141,169,4.94876,4.94876,5.1298985,1,0
04sep1929,8,4,9,1929,141,169,5.1298985,4.94876,5.1298985,0,0
05sep1929,6,5,9,1929,141,169,4.94876,4.94876,5.1298985,1,0
05sep1929,8,5,9,1929,141,169,5.1298985,4.94876,5.1298985,0,0
06sep1929,6,6,9,1929,141,169,4.94876,4.94876,5.1298985,1,0
06sep1929,8,6,9,1929,141,169,5.1298985,4.94876,5.1298985,0,0
07sep1929,6,7,9,1929,141,169,4.94876,4.94876,5.1298985,1,0
07sep1929,8,7,9,1929,141,169,5.1298985,4.94876,5.1298985,0,0
08sep1929,6,8,9,1929,141,169,4.94876,4.94876,5.1298985,1,0
08sep1929,8,8,9,1929,141,169,5.1298985,4.94876,5.1298985,0,0
09sep1929,6,9,9,1929,141,169,4.94876,4.94876,5.1298985,1,0
09sep1929,8,9,9,1929,141,169,5.1298985,4.94876,5.1298985,0,0
10sep1929,6,10,9,1929,141,169,4.94876,4.94876,5.1298985,1,0
10sep1929,8,10,9,1929,141,169,5.1298985,4.94876,5.1298985,0,0
11sep1929,6,11,9,1929,141,169,4.94876,4.94876,5.1298985,1,0
11sep1929,8,11,9,1929,141,169,5.1298985,4.94876,5.1298985,0,0
12sep1929,6,12,9,1929,141,169,4.94876,4.94876,5.1298985,1,0
12sep1929,8,12,9,1929,141,169,5.1298985,4.94876,5.1298985,0,0
13sep1929,6,13,9,1929,141,169,4.94876,4.94876,5.1298985,1,0
13sep1929,8,13,9,1929,141,169,5.1298985,4.94876,5.1298985,0,0
14sep1929,6,14,9,1929,141,169,4.94876,4.94876,5.1298985,1,0
14sep1929,8,14,9,1929,141,169,5.1298985,4.94876,5.1298985,0,0
15sep1929,6,15,9,1929,141,169,4.94876,4.94876,5.1298985,1,0
15sep1929,8,15,9,1929,141,169,5.1298985,4.94876,5.1298985,0,0
16sep1929,6,16,9,1929,141,169,4.94876,4.94876,5.1298985,1,0
16sep1929,8,16,9,1929,141,169,5.1298985,4.94876,5.1298985,0,0
17sep1929,6,17,9,1929,141,169,4.94876,4.94876,5.1298985,1,0
17sep1929,8,17,9,1929,141,169,5.1298985,4.94876,5.1298985,0,0
18sep1929,6,18,9,1929,141,169,4.94876,4.94876,5.1298985,1,0
18sep1929,8,18,9,1929,141,169,5.1298985,4.94876,5.1298985,0,0
19sep1929,6,19,9,1929,141,170,4.94876,4.94876,5.1357985,1,0
19sep1929,8,19,9,1929,141,170,5.1357985,4.94876,5.1357985,0,0
20sep1929,6,20,9,1929,141,170,4.94876,4.94876,5.1357985,1,0
20sep1929,8,20,9,1929,141,170,5.1357985,4.94876,5.1357985,0,0
21sep1929,6,21,9,1929,141,170,4.94876,4.94876,5.1357985,1,0
21sep1929,8,21,9,1929,141,170,5.1357985,4.94876,5.1357985,0,0
22sep1929,6,22,9,1929,141,170,4.94876,4.94876,5.1357985,1,0
22sep1929,8,22,9,1929,141,170,5.1357985,4.94876,5.1357985,0,0
23sep1929,6,23,9,1929,141,170,4.94876,4.94876,5.1357985,1,0
23sep1929,8,23,9,1929,141,170,5.1357985,4.94876,5.1357985,0,0
24sep1929,6,24,9,1929,141,170,4.94876,4.94876,5.1357985,1,0
24sep1929,8,24,9,1929,141,170,5.1357985,4.94876,5.1357985,0,0
25sep1929,6,25,9,1929,141,170,4.94876,4.94876,5.1357985,1,0
25sep1929,8,25,9,1929,141,170,5.1357985,4.94876,5.1357985,0,0
26sep1929,6,26,9,1929,141,170,4.94876,4.94876,5.1357985,1,0
26sep1929,8,26,9,1929,141,170,5.1357985,4.94876,5.1357985,0,0
27sep1929,6,27,9,1929,141,170,4.94876,4.94876,5.1357985,1,0
27sep1929,8,27,9,1929,141,170,5.1357985,4.94876,5.1357985,0,0
28sep1929,6,28,9,1929,141,170,4.94876,4.94876,5.1357985,1,0
28sep1929,8,28,9,1929,141,170,5.1357985,4.94876,5.1357985,0,0
29sep1929,6,29,9,1929,141,170,4.94876,4.94876,5.1357985,1,0
29sep1929,8,29,9,1929,141,170,5.1357985,4.94876,5.1357985,0,0
30sep1929,6,30,9,1929,141,170,4.94876,4.94876,5.1357985,1,0
30sep1929,8,30,9,1929,141,170,5.1357985,4.94876,5.1357985,0,0
01oct1929,6,1,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
01oct1929,8,1,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
02oct1929,6,2,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
02oct1929,8,2,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
03oct1929,6,3,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
03oct1929,8,3,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
04oct1929,6,4,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
04oct1929,8,4,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
05oct1929,6,5,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
05oct1929,8,5,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
06oct1929,6,6,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
06oct1929,8,6,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
07oct1929,6,7,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
07oct1929,8,7,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
08oct1929,6,8,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
08oct1929,8,8,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
09oct1929,6,9,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
09oct1929,8,9,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
10oct1929,6,10,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
10oct1929,8,10,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
11oct1929,6,11,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
11oct1929,8,11,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
12oct1929,6,12,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
12oct1929,8,12,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
13oct1929,6,13,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
13oct1929,8,13,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
14oct1929,6,14,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
14oct1929,8,14,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
15oct1929,6,15,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
15oct1929,8,15,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
16oct1929,6,16,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
16oct1929,8,16,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
17oct1929,6,17,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
17oct1929,8,17,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
18oct1929,6,18,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
18oct1929,8,18,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
19oct1929,6,19,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
19oct1929,8,19,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
20oct1929,6,20,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
20oct1929,8,20,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
21oct1929,6,21,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
21oct1929,8,21,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
22oct1929,6,22,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
22oct1929,8,22,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
23oct1929,6,23,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
23oct1929,8,23,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
24oct1929,6,24,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
24oct1929,8,24,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
25oct1929,6,25,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
25oct1929,8,25,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
26oct1929,6,26,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
26oct1929,8,26,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
27oct1929,6,27,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
27oct1929,8,27,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
28oct1929,6,28,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
28oct1929,8,28,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
29oct1929,6,29,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
29oct1929,8,29,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
30oct1929,6,30,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
30oct1929,8,30,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
31oct1929,6,31,10,1929,141,170,4.94876,4.94876,5.1357985,1,0
31oct1929,8,31,10,1929,141,170,5.1357985,4.94876,5.1357985,0,0
01nov1929,6,1,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
01nov1929,8,1,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
02nov1929,6,2,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
02nov1929,8,2,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
03nov1929,6,3,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
03nov1929,8,3,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
04nov1929,6,4,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
04nov1929,8,4,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
05nov1929,6,5,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
05nov1929,8,5,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
06nov1929,6,6,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
06nov1929,8,6,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
07nov1929,6,7,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
07nov1929,8,7,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
08nov1929,6,8,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
08nov1929,8,8,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
09nov1929,6,9,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
09nov1929,8,9,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
10nov1929,6,10,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
10nov1929,8,10,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
11nov1929,6,11,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
11nov1929,8,11,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
12nov1929,6,12,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
12nov1929,8,12,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
13nov1929,6,13,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
13nov1929,8,13,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
14nov1929,6,14,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
14nov1929,8,14,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
15nov1929,6,15,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
15nov1929,8,15,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
16nov1929,6,16,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
16nov1929,8,16,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
17nov1929,6,17,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
17nov1929,8,17,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
18nov1929,6,18,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
18nov1929,8,18,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
19nov1929,6,19,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
19nov1929,8,19,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
20nov1929,6,20,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
20nov1929,8,20,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
21nov1929,6,21,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
21nov1929,8,21,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
22nov1929,6,22,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
22nov1929,8,22,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
23nov1929,6,23,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
23nov1929,8,23,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
24nov1929,6,24,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
24nov1929,8,24,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
25nov1929,6,25,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
25nov1929,8,25,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
26nov1929,6,26,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
26nov1929,8,26,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
27nov1929,6,27,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
27nov1929,8,27,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
28nov1929,6,28,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
28nov1929,8,28,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
29nov1929,6,29,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
29nov1929,8,29,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
30nov1929,6,30,11,1929,141,170,4.94876,4.94876,5.1357985,1,0
30nov1929,8,30,11,1929,141,170,5.1357985,4.94876,5.1357985,0,0
01dec1929,6,1,12,1929,141,170,4.94876,4.94876,5.1357985,1,0
01dec1929,8,1,12,1929,141,170,5.1357985,4.94876,5.1357985,0,0
02dec1929,6,2,12,1929,141,170,4.94876,4.94876,5.1357985,1,0
02dec1929,8,2,12,1929,141,170,5.1357985,4.94876,5.1357985,0,0
03dec1929,6,3,12,1929,141,170,4.94876,4.94876,5.1357985,1,0
03dec1929,8,3,12,1929,141,170,5.1357985,4.94876,5.1357985,0,0
04dec1929,6,4,12,1929,141,170,4.94876,4.94876,5.1357985,1,0
04dec1929,8,4,12,1929,141,170,5.1357985,4.94876,5.1357985,0,0
05dec1929,6,5,12,1929,141,170,4.94876,4.94876,5.1357985,1,0
05dec1929,8,5,12,1929,141,170,5.1357985,4.94876,5.1357985,0,0
06dec1929,6,6,12,1929,141,170,4.94876,4.94876,5.1357985,1,0
06dec1929,8,6,12,1929,141,170,5.1357985,4.94876,5.1357985,0,0
07dec1929,6,7,12,1929,141,170,4.94876,4.94876,5.1357985,1,0
07dec1929,8,7,12,1929,141,170,5.1357985,4.94876,5.1357985,0,0
08dec1929,6,8,12,1929,141,170,4.94876,4.94876,5.1357985,1,0
08dec1929,8,8,12,1929,141,170,5.1357985,4.94876,5.1357985,0,0
09dec1929,6,9,12,1929,141,170,4.94876,4.94876,5.1357985,1,0
09dec1929,8,9,12,1929,141,170,5.1357985,4.94876,5.1357985,0,0
10dec1929,6,10,12,1929,141,170,4.94876,4.94876,5.1357985,1,0
10dec1929,8,10,12,1929,141,170,5.1357985,4.94876,5.1357985,0,0
11dec1929,6,11,12,1929,141,170,4.94876,4.94876,5.1357985,1,0
11dec1929,8,11,12,1929,141,170,5.1357985,4.94876,5.1357985,0,0
12dec1929,6,12,12,1929,141,170,4.94876,4.94876,5.1357985,1,0
12dec1929,8,12,12,1929,141,170,5.1357985,4.94876,5.1357985,0,0
13dec1929,6,13,12,1929,141,170,4.94876,4.94876,5.1357985,1,0
13dec1929,8,13,12,1929,141,170,5.1357985,4.94876,5.1357985,0,0
14dec1929,6,14,12,1929,141,170,4.94876,4.94876,5.1357985,1,0
14dec1929,8,14,12,1929,141,170,5.1357985,4.94876,5.1357985,0,0
15dec1929,6,15,12,1929,141,170,4.94876,4.94876,5.1357985,1,0
15dec1929,8,15,12,1929,141,170,5.1357985,4.94876,5.1357985,0,0
16dec1929,6,16,12,1929,141,170,4.94876,4.94876,5.1357985,1,0
16dec1929,8,16,12,1929,141,170,5.1357985,4.94876,5.1357985,0,0
17dec1929,6,17,12,1929,141,170,4.94876,4.94876,5.1357985,1,0
17dec1929,8,17,12,1929,141,170,5.1357985,4.94876,5.1357985,0,0
18dec1929,6,18,12,1929,141,170,4.94876,4.94876,5.1357985,1,0
18dec1929,8,18,12,1929,141,170,5.1357985,4.94876,5.1357985,0,0
19dec1929,6,19,12,1929,141,170,4.94876,4.94876,5.1357985,1,0
19dec1929,8,19,12,1929,141,170,5.1357985,4.94876,5.1357985,0,0
20dec1929,6,20,12,1929,141,170,4.94876,4.94876,5.1357985,1,0
20dec1929,8,20,12,1929,141,170,5.1357985,4.94876,5.1357985,0,0
21dec1929,6,21,12,1929,141,170,4.94876,4.94876,5.1357985,1,0
21dec1929,8,21,12,1929,141,170,5.1357985,4.94876,5.1357985,0,0
22dec1929,6,22,12,1929,141,170,4.94876,4.94876,5.1357985,1,0
22dec1929,8,22,12,1929,141,170,5.1357985,4.94876,5.1357985,0,0
23dec1929,6,23,12,1929,141,170,4.94876,4.94876,5.1357985,1,0
23dec1929,8,23,12,1929,141,170,5.1357985,4.94876,5.1357985,0,0
